name,type,version,affectedByUniqueSmellId
antlr.CharScanner,class,2.7.6,2
antlr.CharScanner,class,2.7.1,2
antlr.CharScanner,class,2.4.0,2
antlr.CharScanner,class,3.2,522
antlr.CharScanner,class,3.4,522
antlr.CharScanner,class,2.6.0,2
antlr.CharScanner,class,3.1.3,522
antlr.CharScanner,class,2.7.3,2
antlr.CharScanner,class,2.5.0,2
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.4,900
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.4,185
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.5,205
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.4,820
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.5,171
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.4,205
org.antlr.grammar.v3.DefineGrammarItemsWalker,class,3.5,185
org.antlr.runtime.tree.TreeWizard$3,class,3.1.1,201
org.antlr.runtime.tree.TreeWizard$3,class,3.3,531
org.antlr.runtime.tree.TreeWizard$3,class,3.2,531
org.antlr.runtime.tree.TreeWizard$3,class,3.5,531
org.antlr.runtime.tree.TreeWizard$3,class,3.1.3,531
org.antlr.runtime.tree.TreeWizard$3,class,3.4,531
org.antlr.runtime.tree.TreeWizard$3,class,4.0,531
org.antlr.runtime.tree.TreeWizard$3,class,3.0.1,201
org.antlr.runtime.tree.TreeWizard$3,class,3.1,201
org.antlr.runtime.tree.TreePatternParser,class,3.1,201
org.antlr.runtime.tree.TreePatternParser,class,3.5,531
org.antlr.runtime.tree.TreePatternParser,class,3.4,531
org.antlr.runtime.tree.TreePatternParser,class,3.1.1,201
org.antlr.runtime.tree.TreePatternParser,class,3.3,531
org.antlr.runtime.tree.TreePatternParser,class,3.0.1,201
org.antlr.runtime.tree.TreePatternParser,class,3.1.3,531
org.antlr.runtime.tree.TreePatternParser,class,4.0,531
org.antlr.runtime.tree.TreePatternParser,class,3.2,531
org.antlr.runtime.tree.TreeWizard$2,class,3.1.1,201
org.antlr.runtime.tree.TreeWizard$2,class,3.1.3,531
org.antlr.runtime.tree.TreeWizard$2,class,4.0,531
org.antlr.runtime.tree.TreeWizard$2,class,3.0.1,201
org.antlr.runtime.tree.TreeWizard$2,class,3.5,531
org.antlr.runtime.tree.TreeWizard$2,class,3.3,531
org.antlr.runtime.tree.TreeWizard$2,class,3.4,531
org.antlr.runtime.tree.TreeWizard$2,class,3.2,531
org.antlr.runtime.tree.TreeWizard$2,class,3.1,201
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,890
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,811
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,980
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,1015
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,834
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,1014
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,205
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,890
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,891
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,813
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,807
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,814
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,809
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,185
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,810
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,993
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,185
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,1016
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,834
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,810
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,983
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,992
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,908
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.4,893
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,813
org.antlr.tool.LeftRecursiveRuleAnalyzer,class,3.5,205
org.antlr.runtime.tree.TreeWizard,class,3.0.1,201
org.antlr.runtime.tree.TreeWizard,class,4.0,531
org.antlr.runtime.tree.TreeWizard,class,3.2,531
org.antlr.runtime.tree.TreeWizard,class,3.1,201
org.antlr.runtime.tree.TreeWizard,class,3.5,531
org.antlr.runtime.tree.TreeWizard,class,3.1.1,201
org.antlr.runtime.tree.TreeWizard,class,3.3,531
org.antlr.runtime.tree.TreeWizard,class,3.4,531
org.antlr.runtime.tree.TreeWizard,class,3.1.3,531
antlr.Parser,class,2.7.0,6
antlr.Parser,class,2.7.0,4
antlr.Parser,class,2.7.1,5
antlr.Parser,class,2.7.0,8
antlr.Parser,class,2.7.0,5
antlr.Parser,class,2.6.0,4
antlr.Parser,class,2.7.1,4
antlr.Parser,class,2.7.0,7
antlr.CommonAST,class,2.7.0,4
antlr.CommonAST,class,2.6.0,4
antlr.CommonAST,class,2.7.1,4
antlr.Tool,class,3.1,212
antlr.Tool,class,2.7.2,17
antlr.Tool,class,2.7.7,39
antlr.Tool,class,3.1.3,582
antlr.Tool,class,3.3,494
antlr.Tool,class,3.1.1,308
antlr.Tool,class,2.7.6,77
antlr.Tool,class,2.7.5,17
antlr.Tool,class,3.1.3,504
antlr.Tool,class,2.7.1,4
antlr.Tool,class,3.4,512
antlr.Tool,class,3.2,622
antlr.Tool,class,3.5,634
antlr.Tool,class,3.4,683
antlr.Tool,class,2.7.3,40
antlr.Tool,class,2.7.4,49
antlr.Tool,class,3.1.3,508
antlr.Tool,class,3.1.1,219
antlr.Tool,class,3.1,282
antlr.Tool,class,3.1.1,249
antlr.Tool,class,3.4,701
antlr.Tool,class,3.2,508
antlr.Tool,class,2.7.6,39
antlr.Tool,class,3.1,202
antlr.Tool,class,3.3,504
antlr.Tool,class,2.7.7,17
antlr.Tool,class,2.7.3,33
antlr.Tool,class,3.2,512
antlr.Tool,class,3.1,231
antlr.Tool,class,2.7.4,63
antlr.Tool,class,3.4,644
antlr.Tool,class,2.7.4,46
antlr.Tool,class,3.3,694
antlr.Tool,class,3.2,701
antlr.Tool,class,3.3,716
antlr.Tool,class,3.5,512
antlr.Tool,class,3.1.1,236
antlr.Tool,class,3.2,693
antlr.Tool,class,2.7.2,25
antlr.Tool,class,3.2,709
antlr.Tool,class,2.7.2,29
antlr.Tool,class,3.2,537
antlr.Tool,class,2.7.3,46
antlr.Tool,class,3.5,541
antlr.Tool,class,2.7.3,52
antlr.Tool,class,3.1.3,559
antlr.Tool,class,3.4,716
antlr.Tool,class,3.1.3,574
antlr.Tool,class,3.5,583
antlr.Tool,class,3.2,674
antlr.Tool,class,2.7.5,74
antlr.Tool,class,3.1,308
antlr.Tool,class,3.2,685
antlr.Tool,class,2.7.4,29
antlr.Tool,class,3.4,575
antlr.Tool,class,3.2,504
antlr.Tool,class,3.5,694
antlr.Tool,class,3.1.3,589
antlr.Tool,class,3.5,502
antlr.Tool,class,3.1.1,204
antlr.Tool,class,3.3,579
antlr.Tool,class,2.7.3,64
antlr.Tool,class,3.3,600
antlr.Tool,class,3.1.3,591
antlr.Tool,class,3.3,677
antlr.Tool,class,3.2,591
antlr.Tool,class,2.7.4,11
antlr.Tool,class,3.4,537
antlr.Tool,class,3.5,574
antlr.Tool,class,3.5,616
antlr.Tool,class,3.5,685
antlr.Tool,class,3.1.1,241
antlr.Tool,class,3.3,701
antlr.Tool,class,3.1.3,478
antlr.Tool,class,2.7.5,65
antlr.Tool,class,3.1.1,225
antlr.Tool,class,3.5,548
antlr.Tool,class,2.7.3,58
antlr.Tool,class,2.7.5,50
antlr.Tool,class,2.7.6,16
antlr.Tool,class,3.1.3,498
antlr.Tool,class,2.7.4,68
antlr.Tool,class,2.7.3,16
antlr.Tool,class,3.1,249
antlr.Tool,class,3.4,478
antlr.Tool,class,3.2,582
antlr.Tool,class,3.4,502
antlr.Tool,class,3.1.1,348
antlr.Tool,class,2.7.5,57
antlr.Tool,class,3.1.3,540
antlr.Tool,class,3.2,574
antlr.Tool,class,2.7.5,66
antlr.Tool,class,3.1.1,212
antlr.Tool,class,3.2,694
antlr.Tool,class,3.2,721
antlr.Tool,class,3.1.1,345
antlr.Tool,class,2.7.4,61
antlr.Tool,class,3.3,683
antlr.Tool,class,2.7.3,41
antlr.Tool,class,2.7.6,21
antlr.Tool,class,3.1,319
antlr.Tool,class,2.7.3,10
antlr.Tool,class,2.7.4,33
antlr.Tool,class,3.1,236
antlr.Tool,class,3.2,498
antlr.Tool,class,3.3,592
antlr.Tool,class,3.3,528
antlr.Tool,class,3.5,626
antlr.Tool,class,2.7.5,68
antlr.Tool,class,2.7.4,10
antlr.Tool,class,3.3,718
antlr.Tool,class,3.1.3,548
antlr.Tool,class,3.1,348
antlr.Tool,class,2.7.3,19
antlr.Tool,class,2.7.4,71
antlr.Tool,class,3.2,716
antlr.Tool,class,3.1.3,532
antlr.Tool,class,3.3,518
antlr.Tool,class,3.1,226
antlr.Tool,class,3.3,650
antlr.Tool,class,3.5,569
antlr.Tool,class,2.7.5,47
antlr.Tool,class,3.1.1,206
antlr.Tool,class,3.3,590
antlr.Tool,class,3.1.3,583
antlr.Tool,class,2.7.3,53
antlr.Tool,class,3.5,540
antlr.Tool,class,2.7.5,67
antlr.Tool,class,3.1,315
antlr.Tool,class,2.7.4,43
antlr.Tool,class,3.1.1,326
antlr.Tool,class,2.7.4,20
antlr.Tool,class,3.3,574
antlr.Tool,class,2.7.7,21
antlr.Tool,class,2.7.2,30
antlr.Tool,class,3.2,648
antlr.Tool,class,3.1,255
antlr.Tool,class,3.1.3,602
antlr.Tool,class,3.1,285
antlr.Tool,class,2.7.6,37
antlr.Tool,class,3.2,596
antlr.Tool,class,3.3,721
antlr.Tool,class,3.1.3,528
antlr.Tool,class,3.3,478
antlr.Tool,class,3.5,677
antlr.Tool,class,2.7.2,37
antlr.Tool,class,2.7.5,38
antlr.Tool,class,2.7.5,53
antlr.Tool,class,3.1.1,290
antlr.Tool,class,3.4,697
antlr.Tool,class,2.7.4,40
antlr.Tool,class,3.1,222
antlr.Tool,class,3.4,591
antlr.Tool,class,2.7.4,65
antlr.Tool,class,3.3,569
antlr.Tool,class,3.3,648
antlr.Tool,class,2.7.2,36
antlr.Tool,class,3.4,486
antlr.Tool,class,3.4,598
antlr.Tool,class,3.1,326
antlr.Tool,class,2.7.3,65
antlr.Tool,class,2.7.5,33
antlr.Tool,class,3.2,528
antlr.Tool,class,3.3,668
antlr.Tool,class,3.4,718
antlr.Tool,class,3.1.1,222
antlr.Tool,class,3.1.1,281
antlr.Tool,class,2.7.4,48
antlr.Tool,class,3.3,637
antlr.Tool,class,2.7.5,64
antlr.Tool,class,3.5,518
antlr.Tool,class,3.1.1,261
antlr.Tool,class,3.1.1,255
antlr.Tool,class,3.2,656
antlr.Tool,class,3.1,292
antlr.Tool,class,3.5,504
antlr.Tool,class,2.7.4,38
antlr.Tool,class,2.7.5,54
antlr.Tool,class,3.4,528
antlr.Tool,class,3.4,648
antlr.Tool,class,3.4,622
antlr.Tool,class,2.7.4,45
antlr.Tool,class,3.1.3,598
antlr.Tool,class,3.5,559
antlr.Tool,class,3.1,334
antlr.Tool,class,3.1.1,319
antlr.Tool,class,3.1.1,223
antlr.Tool,class,3.1.3,579
antlr.Tool,class,2.7.3,42
antlr.Tool,class,3.4,616
antlr.Tool,class,2.7.4,19
antlr.Tool,class,3.1,232
antlr.Tool,class,3.5,528
antlr.Tool,class,3.3,596
antlr.Tool,class,2.7.5,49
antlr.Tool,class,2.7.6,13
antlr.Tool,class,3.4,483
antlr.Tool,class,3.3,541
antlr.Tool,class,3.4,600
antlr.Tool,class,3.1,203
antlr.Tool,class,2.7.4,52
antlr.Tool,class,3.2,703
antlr.Tool,class,3.1,233
antlr.Tool,class,3.2,579
antlr.Tool,class,2.7.2,13
antlr.Tool,class,2.6.0,4
antlr.Tool,class,2.7.5,21
antlr.Tool,class,2.7.7,19
antlr.Tool,class,3.1,241
antlr.Tool,class,3.5,537
antlr.Tool,class,3.3,502
antlr.Tool,class,2.7.3,47
antlr.Tool,class,3.1,345
antlr.Tool,class,3.1,302
antlr.Tool,class,2.7.4,55
antlr.Tool,class,2.7.4,39
antlr.Tool,class,3.1.3,486
antlr.Tool,class,2.7.3,11
antlr.Tool,class,3.1,269
antlr.Tool,class,2.7.5,71
antlr.Tool,class,2.7.6,17
antlr.Tool,class,3.1.1,285
antlr.Tool,class,3.5,696
antlr.Tool,class,2.7.7,37
antlr.Tool,class,3.2,486
antlr.Tool,class,2.7.2,19
antlr.Tool,class,3.1.1,344
antlr.Tool,class,2.7.3,13
antlr.Tool,class,2.7.5,19
antlr.Tool,class,3.1.3,502
antlr.Tool,class,2.7.4,42
antlr.Tool,class,2.7.4,36
antlr.Tool,class,3.3,644
antlr.Tool,class,3.3,776
antlr.Tool,class,3.4,541
antlr.Tool,class,2.7.5,15
antlr.Tool,class,3.4,540
antlr.Tool,class,3.1.1,276
antlr.Tool,class,3.1.1,233
antlr.Tool,class,3.1.1,231
antlr.Tool,class,3.3,512
antlr.Tool,class,2.7.7,20
antlr.Tool,class,3.1,339
antlr.Tool,class,3.1.3,575
antlr.Tool,class,3.1,332
antlr.Tool,class,3.2,540
antlr.Tool,class,3.2,696
antlr.Tool,class,2.7.3,25
antlr.Tool,class,2.7.3,54
antlr.Tool,class,2.7.5,60
antlr.Tool,class,2.7.3,29
antlr.Tool,class,2.7.5,46
antlr.Tool,class,3.1,218
antlr.Tool,class,2.7.4,73
antlr.Tool,class,3.1.1,292
antlr.Tool,class,3.5,592
antlr.Tool,class,2.7.3,59
antlr.Tool,class,2.7.3,66
antlr.Tool,class,3.1.3,494
antlr.Tool,class,3.2,548
antlr.Tool,class,3.3,681
antlr.Tool,class,3.3,697
antlr.Tool,class,2.7.4,58
antlr.Tool,class,2.7.5,20
antlr.Tool,class,3.2,598
antlr.Tool,class,2.7.5,11
antlr.Tool,class,3.2,559
antlr.Tool,class,2.7.2,20
antlr.Tool,class,3.1.1,282
antlr.Tool,class,2.7.3,17
antlr.Tool,class,2.7.6,10
antlr.Tool,class,3.1.1,293
antlr.Tool,class,3.4,590
antlr.Tool,class,2.7.5,75
antlr.Tool,class,3.1.3,592
antlr.Tool,class,2.7.3,71
antlr.Tool,class,3.5,508
antlr.Tool,class,2.7.3,55
antlr.Tool,class,3.1.1,228
antlr.Tool,class,2.7.5,13
antlr.Tool,class,3.3,548
antlr.Tool,class,3.5,776
antlr.Tool,class,2.7.7,13
antlr.Tool,class,3.4,559
antlr.Tool,class,3.5,596
antlr.Tool,class,3.1.1,226
antlr.Tool,class,3.4,574
antlr.Tool,class,3.2,650
antlr.Tool,class,2.7.0,5
antlr.Tool,class,3.1.3,541
antlr.Tool,class,2.7.3,43
antlr.Tool,class,3.1,229
antlr.Tool,class,2.7.5,29
antlr.Tool,class,2.7.4,17
antlr.Tool,class,3.1,265
antlr.Tool,class,3.5,590
antlr.Tool,class,2.7.7,11
antlr.Tool,class,3.5,575
antlr.Tool,class,2.7.3,28
antlr.Tool,class,3.5,668
antlr.Tool,class,3.2,575
antlr.Tool,class,3.4,579
antlr.Tool,class,3.5,697
antlr.Tool,class,3.4,685
antlr.Tool,class,3.1.1,286
antlr.Tool,class,3.1.1,265
antlr.Tool,class,2.7.4,16
antlr.Tool,class,2.7.5,40
antlr.Tool,class,2.7.6,47
antlr.Tool,class,2.7.3,67
antlr.Tool,class,3.5,598
antlr.Tool,class,3.1,227
antlr.Tool,class,2.7.5,39
antlr.Tool,class,2.7.4,50
antlr.Tool,class,3.1,223
antlr.Tool,class,3.3,537
antlr.Tool,class,3.5,498
antlr.Tool,class,2.7.6,20
antlr.Tool,class,3.4,518
antlr.Tool,class,3.3,703
antlr.Tool,class,3.3,591
antlr.Tool,class,3.2,494
antlr.Tool,class,2.7.6,28
antlr.Tool,class,3.1.1,337
antlr.Tool,class,3.4,776
antlr.Tool,class,2.7.0,8
antlr.Tool,class,3.1,293
antlr.Tool,class,3.1.3,569
antlr.Tool,class,3.1.1,336
antlr.Tool,class,3.1,206
antlr.Tool,class,2.7.2,32
antlr.Tool,class,3.3,486
antlr.Tool,class,3.1.3,518
antlr.Tool,class,3.5,644
antlr.Tool,class,3.3,483
antlr.Tool,class,2.7.4,37
antlr.Tool,class,2.7.3,48
antlr.Tool,class,3.5,478
antlr.Tool,class,3.1.1,258
antlr.Tool,class,2.7.5,48
antlr.Tool,class,2.7.2,38
antlr.Tool,class,3.2,697
antlr.Tool,class,3.1,204
antlr.Tool,class,3.2,677
antlr.Tool,class,3.3,685
antlr.Tool,class,3.3,616
antlr.Tool,class,3.1.1,341
antlr.Tool,class,2.7.3,60
antlr.Tool,class,3.1,286
antlr.Tool,class,3.5,622
antlr.Tool,class,2.7.3,44
antlr.Tool,class,3.1,276
antlr.Tool,class,3.5,701
antlr.Tool,class,2.7.5,62
antlr.Tool,class,3.2,478
antlr.Tool,class,3.2,502
antlr.Tool,class,2.7.0,4
antlr.Tool,class,2.7.4,57
antlr.Tool,class,3.1.1,218
antlr.Tool,class,3.3,583
antlr.Tool,class,2.7.3,39
antlr.Tool,class,2.7.6,38
antlr.Tool,class,3.1.1,202
antlr.Tool,class,2.7.4,67
antlr.Tool,class,3.3,598
antlr.Tool,class,2.7.5,59
antlr.Tool,class,2.7.2,15
antlr.Tool,class,3.5,591
antlr.Tool,class,3.1,219
antlr.Tool,class,3.1.1,232
antlr.Tool,class,3.3,540
antlr.Tool,class,2.7.3,37
antlr.Tool,class,3.1.1,263
antlr.Tool,class,2.7.5,61
antlr.Tool,class,3.1,340
antlr.Tool,class,3.1,263
antlr.Tool,class,3.1.3,483
antlr.Tool,class,2.7.4,54
antlr.Tool,class,2.7.5,55
antlr.Tool,class,3.2,583
antlr.Tool,class,2.7.4,64
antlr.Tool,class,3.4,498
antlr.Tool,class,3.1,344
antlr.Tool,class,3.1.3,616
antlr.Tool,class,3.4,637
antlr.Tool,class,3.2,718
antlr.Tool,class,3.2,541
antlr.Tool,class,2.7.3,56
antlr.Tool,class,2.7.5,36
antlr.Tool,class,3.4,668
antlr.Tool,class,2.7.2,21
antlr.Tool,class,3.4,634
antlr.Tool,class,2.7.3,72
antlr.Tool,class,2.7.0,7
antlr.Tool,class,2.7.4,15
antlr.Tool,class,2.7.5,41
antlr.Tool,class,3.3,498
antlr.Tool,class,3.2,592
antlr.Tool,class,2.7.6,33
antlr.Tool,class,3.1,234
antlr.Tool,class,3.1,333
antlr.Tool,class,3.5,589
antlr.Tool,class,2.7.4,60
antlr.Tool,class,3.5,793
antlr.Tool,class,2.7.6,11
antlr.Tool,class,2.7.3,49
antlr.Tool,class,2.7.4,13
antlr.Tool,class,3.1.1,269
antlr.Tool,class,2.7.5,56
antlr.Tool,class,2.7.5,45
antlr.Tool,class,3.2,683
antlr.Tool,class,3.4,592
antlr.Tool,class,3.1.3,596
antlr.Tool,class,3.2,483
antlr.Tool,class,3.4,548
antlr.Tool,class,3.1,336
antlr.Tool,class,3.1.1,328
antlr.Tool,class,3.1.1,234
antlr.Tool,class,2.7.5,25
antlr.Tool,class,2.7.5,42
antlr.Tool,class,3.2,569
antlr.Tool,class,3.3,585
antlr.Tool,class,3.1,321
antlr.Tool,class,2.7.3,32
antlr.Tool,class,3.3,575
antlr.Tool,class,3.1.1,203
antlr.Tool,class,3.3,793
antlr.Tool,class,3.4,585
antlr.Tool,class,2.7.2,33
antlr.Tool,class,3.1.3,600
antlr.Tool,class,3.5,683
antlr.Tool,class,2.7.6,15
antlr.Tool,class,3.3,559
antlr.Tool,class,3.2,590
antlr.Tool,class,2.7.5,72
antlr.Tool,class,2.7.3,61
antlr.Tool,class,3.1,228
antlr.Tool,class,3.1.3,585
antlr.Tool,class,3.1.1,227
antlr.Tool,class,2.7.4,62
antlr.Tool,class,2.7.5,10
antlr.Tool,class,3.2,644
antlr.Tool,class,3.1.1,332
antlr.Tool,class,3.2,600
antlr.Tool,class,3.5,585
antlr.Tool,class,2.7.5,51
antlr.Tool,class,3.1.1,287
antlr.Tool,class,3.3,508
antlr.Tool,class,2.7.6,19
antlr.Tool,class,2.7.3,73
antlr.Tool,class,2.7.5,16
antlr.Tool,class,3.4,589
antlr.Tool,class,2.7.4,25
antlr.Tool,class,2.7.4,41
antlr.Tool,class,3.2,518
antlr.Tool,class,3.2,637
antlr.Tool,class,2.7.5,73
antlr.Tool,class,2.7.0,6
antlr.Tool,class,2.7.3,38
antlr.Tool,class,3.5,648
antlr.Tool,class,3.3,626
antlr.Tool,class,2.7.4,44
antlr.Tool,class,3.1,281
antlr.Tool,class,2.7.5,52
antlr.Tool,class,3.4,696
antlr.Tool,class,3.5,716
antlr.Tool,class,2.7.4,72
antlr.Tool,class,3.1.3,590
antlr.Tool,class,3.3,622
antlr.Tool,class,2.7.3,68
antlr.Tool,class,2.7.2,10
antlr.Tool,class,2.7.7,33
antlr.Tool,class,3.1,287
antlr.Tool,class,3.1.1,321
antlr.Tool,class,3.4,583
antlr.Tool,class,3.4,721
antlr.Tool,class,2.7.5,44
antlr.Tool,class,2.7.5,28
antlr.Tool,class,2.7.3,50
antlr.Tool,class,3.1.1,279
antlr.Tool,class,3.4,508
antlr.Tool,class,2.7.4,74
antlr.Tool,class,3.2,585
antlr.Tool,class,3.3,589
antlr.Tool,class,3.1,290
antlr.Tool,class,3.1,258
antlr.Tool,class,2.7.5,43
antlr.Tool,class,2.7.7,28
antlr.Tool,class,2.7.5,58
antlr.Tool,class,2.7.2,16
antlr.Tool,class,3.1,341
antlr.Tool,class,2.7.3,62
antlr.Tool,class,2.7.4,47
antlr.Tool,class,2.7.1,5
antlr.Tool,class,3.4,494
antlr.Tool,class,3.5,600
antlr.Tool,class,3.2,626
antlr.Tool,class,3.1.1,302
antlr.Tool,class,3.5,637
antlr.Tool,class,2.7.5,37
antlr.Tool,class,3.1.1,333
antlr.Tool,class,3.4,504
antlr.Tool,class,3.1,328
antlr.Tool,class,3.1.1,340
antlr.Tool,class,2.7.3,15
antlr.Tool,class,2.7.3,45
antlr.Tool,class,2.7.7,10
antlr.Tool,class,3.1,337
antlr.Tool,class,3.2,616
antlr.Tool,class,3.1.1,229
antlr.Tool,class,3.2,634
antlr.Tool,class,3.3,582
antlr.Tool,class,2.7.4,21
antlr.Tool,class,2.7.7,16
antlr.Tool,class,3.3,696
antlr.Tool,class,2.7.3,20
antlr.Tool,class,2.7.2,28
antlr.Tool,class,2.7.7,36
antlr.Tool,class,3.4,694
antlr.Tool,class,2.7.3,74
antlr.Tool,class,2.7.4,32
antlr.Tool,class,3.1.1,339
antlr.Tool,class,3.5,703
antlr.Tool,class,3.5,579
antlr.Tool,class,2.7.4,59
